,x,y
223,223,563.5562809096181
224,224,545.9232843278775
225,225,403.03934167222286
226,226,575.770086244699
227,227,469.9698559272623
228,228,535.7363062069455
229,229,531.1928091368441
230,230,533.1258751946838
231,231,632.4134818818286
232,232,496.261081372169
233,233,492.66397861605935
234,234,560.1877030429201
235,235,468.8244037469447
236,236,508.1686494519886
237,237,571.5401341627202
238,238,606.0846831031184
239,239,574.9349971963884
240,240,541.4702507547327
241,241,639.5084034860512
242,242,532.7264294435973
243,243,603.3209254635026
244,244,549.9160650513898
245,245,608.2933247885445
246,246,503.69741077303394
247,247,592.3278589768448
248,248,597.7170807058421
249,249,535.8785414400736
250,250,620.7988619176201
251,251,614.375949397033
252,252,574.2238441826503
253,253,539.4496458889297
254,254,704.5974055628524
255,255,579.7308968925395
256,256,497.5193777351857
257,257,514.8505912424666
258,258,453.3459997297649
259,259,573.2134104436794
260,260,597.0067218519862
261,261,727.0830453602364
262,262,471.3118586838541
263,263,568.956935141953
264,264,652.5507154918846
265,265,578.7969979842385
266,266,676.9245712332284
267,267,597.5803273696471
268,268,570.210313487131
269,269,603.4683051881981
270,270,700.3705852428694
271,271,633.2654314871714
272,272,627.7419785227241
273,273,554.5054392277368
274,274,669.3111421862333
275,275,574.110002197357
276,276,631.5164958982116
277,277,610.9384404138142
278,278,673.9288372212449
279,279,654.9889387033148
280,280,506.20324883483465
281,281,637.2736954780221
282,282,664.4354452697493
283,283,446.94919778325334
284,284,675.6559001704213
285,285,637.4330803060255
286,286,685.313681638534
287,287,660.4448143104186
288,288,554.9036845408278
289,289,605.4496244655644
290,290,730.1782480177317
291,291,728.3226202354934
292,292,711.5246842914631
293,293,516.7356840721825
294,294,737.1210515781617
295,295,689.176978472168
296,296,590.2693098790811
297,297,690.1120801023243
298,298,573.5563087793214
299,299,538.7525983033366
300,300,554.6047435403832
301,301,722.3234313802539
302,302,801.6749022582724
303,303,666.6182055885815
304,304,696.1314526162133
305,305,782.3212055231601
306,306,647.0554538894522
307,307,735.4902260997926
308,308,639.9775141712227
309,309,759.6697691972382
310,310,763.0148292205911
311,311,714.9281403203302
312,312,793.1442384809106
313,313,731.5248451052909
314,314,698.4555880365804
315,315,699.8523813226293
316,316,878.6801541607376
317,317,688.8125850912498
318,318,692.709115535808
319,319,690.3261847339852
320,320,819.4078548429951
321,321,804.9323033429868
322,322,626.6561713102622
323,323,748.4508121693034
324,324,744.9142706856779
325,325,774.589574816638
326,326,651.3167490880129
327,327,730.4453162642335
328,328,813.3979451651611
329,329,681.9486642910251
330,330,778.4827028181174
331,331,630.0120206727643
332,332,732.2086142027584
333,333,711.0209372721097
334,334,925.1675302115232
335,335,815.4153187586743
336,336,769.5783387732118
337,337,781.3418994366233
338,338,753.2669428408042
339,339,800.3438448021676
340,340,922.4987234962869
341,341,658.0334200189013
342,342,748.8322083518168
343,343,605.2514160688979
344,344,828.2848414769236
345,345,840.192011987542
346,346,796.5172323557273
347,347,949.5986858756596
348,348,843.0596330874343
349,349,750.6052690944078
350,350,822.6863673376818
351,351,692.0570331946212
352,352,675.4602726607145
353,353,800.0201600835189
354,354,829.0051265922294
355,355,731.591144744812
356,356,802.9314346300849
357,357,906.9369466824753
358,358,655.0059936727021
359,359,902.4713976542223
360,360,902.3929913802555
361,361,858.6725112046365
362,362,865.6111160810831
363,363,721.7040001201217
364,364,861.1629333117384
365,365,788.2457020594868
366,366,715.4757030225576
367,367,885.6154819721074
368,368,758.598187512851
369,369,810.5843250551931
370,370,885.8194945668513
371,371,870.4431784393122
372,372,811.5505854870612
373,373,751.6773748340125
374,374,974.5743049243754
375,375,831.5167692364531
376,376,929.9041637648546
377,377,854.7121646224293
378,378,871.0727267385175
379,379,885.9087662136112
380,380,915.5703651399734
381,381,665.0033912017492
382,382,879.7904535482396
383,383,807.1343224299249
384,384,895.9078857740038
385,385,868.4214439626467
386,386,881.7634549601095
387,387,793.1065248354747
388,388,986.7039989377296
389,389,953.0517130476605
390,390,876.8605369447929
391,391,869.9103527669503
392,392,858.6177227796531
393,393,924.2381851646227
394,394,893.3096692086847
395,395,908.5603111906296
396,396,875.7656272586285
397,397,967.2608899871744
398,398,964.2070124387234
399,399,871.9103724774247
400,400,961.4741728962094
401,401,882.8244253072451
402,402,1028.0586885412606
403,403,879.069364675957
404,404,830.3436583888688
405,405,929.7266187623468
406,406,868.648479446256
407,407,977.8283200213816
408,408,989.8948395043642
409,409,885.6727333021192
410,410,889.8093948475678
411,411,998.8192755509274
412,412,954.2932889480783
413,413,878.4896844630301
414,414,986.7009582130985
415,415,918.6172234653028
416,416,963.9126492649694
417,417,898.8650668730561
418,418,1013.1234099634255
419,419,957.581571480031
420,420,1001.5382261849668
421,421,1004.7532671609466
422,422,830.2220337633543
423,423,988.7187587038783
424,424,838.5789967031751
425,425,897.5711883986871
426,426,966.6805888479988
427,427,1020.9301204093588
428,428,952.6802647286238
429,429,967.696161225775
430,430,967.8162052223794
431,431,844.0278180092456
432,432,1068.0603765717367
433,433,960.5888801641753
434,434,998.6482460688349
435,435,992.8286600385759
436,436,1047.9735806950646
437,437,947.9798657569403
438,438,988.1365481354218
439,439,1029.924115626652
440,440,995.1764910541038
441,441,899.6268669707628
442,442,1040.7476670975225
443,443,1003.9692295892362
444,444,1065.4233379747757
445,445,990.7503484328894
446,446,1052.4049748567431
447,447,952.0441020834526
448,448,923.8369401731736
449,449,1013.7408374485482
450,450,1011.3649006899683
451,451,1047.608733965683
452,452,1009.7574311381305
453,453,1051.6943642994374
454,454,904.6056947897873
455,455,1127.4830445482137
456,456,1003.1355654167002
457,457,1099.1123085286388
458,458,1052.0726632228616
459,459,1005.4030869683611
460,460,952.6405618967998
461,461,1098.7317608247715
462,462,987.5542627698552
463,463,995.734609535883
464,464,1085.8552296947084
465,465,997.4213992906074
466,466,1022.8624753407116
467,467,1189.1531826216149
468,468,952.2197120759978
469,469,1001.8583104789749
470,470,1186.1613646865976
471,471,1123.2671056612473
472,472,1078.4129575998156
473,473,1086.2122254917513
474,474,1082.325042242717
475,475,1008.935167954792
476,476,1069.2620535778774
477,477,1125.1630298696082
478,478,1182.2672215108862
479,479,1089.9852638381215
480,480,1097.3126361453785
481,481,1123.193354174016
482,482,1078.8729313529273
483,483,1173.2408028072578
484,484,1128.5980100452018
485,485,1129.1230277855054
486,486,1124.7032913598928
487,487,1049.4466328608657
488,488,1120.578004696093
489,489,1049.954320575297
490,490,1091.2785817131373
491,491,1084.861076400759
492,492,1236.6295471941753
493,493,1209.8442206186942
494,494,1283.9937576421298
495,495,1117.5843762493525
496,496,1254.8178226233756
497,497,1188.1440432442762
498,498,1209.8675596192445
499,499,1260.1459599726268
500,500,1264.1353235262783
